,Date,User,Tweet
87,2022-05-05 07:38:30+00:00,News5PH,Nasa Cagayan de Oro na sina presidential candidate Sen. Ping Lacson at running mate Sen. Tito Sotto para magsagawa ng town hall meeting doon. #BilangPilipino2022 | via Maeanne Los Baños https://t.co/0rG6gI63MT
88,2022-05-05 07:25:01+00:00,cyrilchaves,"Nagsagawa ng press conference ngayong hapon si Senator and Presidential Candidate Ping Lacson at VP Candidate Senator Tito Sotto kasama ang local media ng Cagayan de Oro City. | via @cyrilchaves, @GMARTVNews/@gmanews 

#Eleksyon2022 
#OneMindanao https://t.co/Tbtdh3Pizr"
89,2022-05-05 07:20:15+00:00,B007Guy,My vote goes to @iampinglacson and Tito Sotto for the May 9 election. I
90,2022-05-05 06:22:16+00:00,kymbeeee,"Kung sana Ping Lacson - Tito Sotto tandem ang opposition, may pag-asa pa"
91,2022-05-05 06:02:10+00:00,attyndbcpa,"Tito Sotto talaga gusto ng KAKAMPINK nakakalingkot para kay KIKO ngayon palang HINUDAS na sya ni Leni at KAKAMPINK

MARCOS DUTERTE TAYO
#UniTeamMindanao 
#SalamatINC"
92,2022-05-05 05:43:46+00:00,visayanstar,"Bacolod Mayor Evelio Leonardia yesterday received presidential candidate Panfilo “Ping” Lacson Sr. and his running mate, Senate President Tito Sotto during their courtesy visit at the Bacolod City Government Center.https://t.co/4TZPbLOXhV"
93,2022-05-05 05:14:52+00:00,hahaloia,"@giancantdance He's not openly declaring anything, out of respect for Sen. Tito Sotto. He is facing a tough choice."
94,2022-05-05 04:18:27+00:00,pochoy_29,"Tito Sotto Ang Vice President ko - Pamilya ang Turing Nya sa Kapwa Pilipino ❤️ @helenstito 

#SOTTOtooLang
#BiseTitoSotto
#9SottoforVP https://t.co/71SZqcCPLG"
95,2022-05-05 03:40:59+00:00,Marimar3rd,"Tito Sotto number 2 sa survey without bringing his whole angkan with him which is mas sikat pa keysa sa pamilya ni hahaha while Kiko, dinala na lahat hanggang sa pinaka dulo duluhan pero 3rd pa rin hahahaha"
96,2022-05-05 03:11:23+00:00,thechronicleph,"Hiling ni vice presidential candidate Sen. Tito Sotto, nawa’y pagbasehan ng iba’t ibang mga grupo ang track record ng mga kandidato sa oras ng kanilang pagboto at hindi sa mga hindi makatotohanang political surveys.

#TheChronicle #SinoBayan https://t.co/IGRXAU89YL"
97,2022-05-05 03:00:05+00:00,LiLiAgendaTM,shocks Tito Sotto says #SwitchToLeni
98,2022-05-05 02:45:38+00:00,Jambeingleft1,"Hindi na po ako maglalagay ng frame sa fb baka mapalayas ako sa bahay namin hahaha! Btw hindi pa naman ako botante hahaha, pero si Leni ang Presidente ko at si Tito Sotto ang Vice President na pinaniniwalaan ko."
99,2022-05-05 02:28:22+00:00,News5PH,Muling nanguna si Davao City Mayor Sara Duterte sa pinakahuling 2022 Elections: Vice Presidential Preference Tugon ng Masa survey ng OCTA Research na nakakuha ng 56%. Sumunod sa kaniya si Senate Pres. Tito Sotto na mayroong 22%. #BilangPilipino2022 https://t.co/wiTuG6avbP
100,2022-05-05 00:53:57+00:00,katecrstyll,paunsa ma convince akong papa na dili si tito sotto ang iboto pls lng di jud maminaw
101,2022-05-04 23:21:11+00:00,AHGAB0NGCART,bat ako nakakakira ng Leni &amp; Tito Sotto flyers dito samin???? Since when naging Leni &amp; Tito??? Leni-Kiko lang po tayo para sa 2022 🌷🌾
102,2022-05-04 23:08:52+00:00,attyndbcpa,@gmanews Unfortunately TITO SOTTO ang gusto ng mga KAKAMPINK
103,2022-05-04 23:01:02+00:00,upanddowndaisla,@rojan88 Cebuanos don’t want to call it Cebu 3.0 coz si Kiko lang naman ang nandun. Its just a Kiko Rally. Leni is represented by Tricia. It’s understandble that Kiko should go back to Cebu knowing that his nos. there are being shared with Tito Sotto and Sara Duterte.
104,2022-05-04 22:50:22+00:00,tribunephl,"Unlike previous vice presidents, Senate President Vicente “Tito” Sotto III on Wednesday said he would not become a critic of the next president, should he win as vice president in the 9 May elections.

FULL STORY: https://t.co/n3qY23TXIe
#KaTriVote2022
#PulsoNgBayan
#DailyTribune"
105,2022-05-04 22:50:19+00:00,cnc_tribunephl,"Unlike previous vice presidents, Senate President Vicente “Tito” Sotto III on Wednesday said he would not become a critic of the next president, should he win as vice president in the 9 May elections.

FULL STORY: https://t.co/kjOHt1K0Sg
#KaTriVote2022
#PulsoNgBayan
#DailyTribune"
106,2022-05-04 21:34:01+00:00,radyopilipinas1,"LGBTQ  community, welcome sa Lacson-Sotto administration; VP bet Tito Sotto, pabor na maipasa ang Anti-Discrimination Bill  https://t.co/tYibPhSxCG"
107,2022-05-04 19:45:33+00:00,rex_santillan,"@kikopangilinan Typical Kiko attitude... 
Kung si Tito sotto na second father ni Mega tinabla eh ano pa aasahan mo sa ambisyosong pulpulitiko? Lahat babanggain nyan para sa ambisyon. Pati NPA kakausapin."
